date,path,category,sessions
2023-01-09,/product/product-id-0/,cat3,41
2023-01-09,/product/product-id-1/,cat5,17
2023-01-09,/product/product-id-2/,cat8,22
2023-01-09,/product/product-id-3/,cat8,18
2023-01-09,/product/product-id-4/,cat9,21
2023-01-09,/product/product-id-5/,cat6,26
2023-01-09,/product/product-id-6/,cat2,4
2023-01-09,/product/product-id-7/,cat4,14
2023-01-09,/product/product-id-8/,cat6,35
2023-01-09,/product/product-id-9/,cat6,16
2023-01-09,/product/product-id-10/,cat2,40
2023-01-09,/product/product-id-11/,cat3,49
2023-01-09,/product/product-id-12/,cat9,46
2023-01-09,/product/product-id-13/,cat4,46
2023-01-09,/product/product-id-14/,cat6,14
2023-01-09,/product/product-id-15/,cat6,46
2023-01-09,/product/product-id-16/,cat6,32
2023-01-09,/product/product-id-17/,cat1,12
2023-01-09,/product/product-id-18/,cat2,6
2023-01-09,/product/product-id-19/,cat3,44
2023-01-09,/product/product-id-20/,cat4,8
2023-01-09,/product/product-id-21/,cat7,18
2023-01-09,/product/product-id-22/,cat4,9
2023-01-09,/product/product-id-23/,cat6,40
2023-01-09,/product/product-id-24/,cat8,8
2023-01-09,/product/product-id-25/,cat5,48
2023-01-09,/product/product-id-26/,cat5,50
2023-01-09,/product/product-id-27/,cat5,38
2023-01-09,/product/product-id-28/,cat9,18
2023-01-09,/product/product-id-29/,cat9,10
2023-01-09,/product/product-id-30/,cat6,10
2023-01-09,/product/product-id-31/,cat3,34
2023-01-09,/product/product-id-32/,cat4,6
2023-01-09,/product/product-id-33/,cat6,21
2023-01-09,/product/product-id-34/,cat1,41
2023-01-09,/product/product-id-35/,cat4,26
2023-01-09,/product/product-id-36/,cat3,15
2023-01-09,/product/product-id-37/,cat9,15
2023-01-09,/product/product-id-38/,cat2,6
2023-01-09,/product/product-id-39/,cat6,17
2023-01-09,/product/product-id-40/,cat1,49
2023-01-09,/product/product-id-41/,cat9,46
2023-01-09,/product/product-id-42/,cat8,22
2023-01-09,/product/product-id-43/,cat6,39
2023-01-09,/product/product-id-44/,cat5,23
2023-01-09,/product/product-id-45/,cat3,10
2023-01-09,/product/product-id-46/,cat9,21
2023-01-09,/product/product-id-47/,cat8,23
2023-01-09,/product/product-id-48/,cat8,35
2023-01-09,/product/product-id-49/,cat1,17
2023-01-09,/product/product-id-50/,cat3,25
2023-01-09,/product/product-id-51/,cat8,9
2023-01-09,/product/product-id-52/,cat7,9
2023-01-09,/product/product-id-53/,cat9,15
2023-01-09,/product/product-id-54/,cat8,18
2023-01-09,/product/product-id-55/,cat9,12
2023-01-09,/product/product-id-56/,cat9,28
2023-01-09,/product/product-id-57/,cat3,10
2023-01-09,/product/product-id-58/,cat3,48
2023-01-09,/product/product-id-59/,cat4,14
2023-01-09,/product/product-id-60/,cat8,28
2023-01-09,/product/product-id-61/,cat6,6
2023-01-09,/product/product-id-62/,cat6,37
2023-01-09,/product/product-id-63/,cat5,37
2023-01-09,/product/product-id-64/,cat7,27
2023-01-09,/product/product-id-65/,cat1,3
2023-01-09,/product/product-id-66/,cat8,38
2023-01-09,/product/product-id-67/,cat4,9
2023-01-09,/product/product-id-68/,cat6,46
2023-01-09,/product/product-id-69/,cat6,23
2023-01-09,/product/product-id-70/,cat1,34
2023-01-09,/product/product-id-71/,cat3,27
2023-01-09,/product/product-id-72/,cat8,15
2023-01-09,/product/product-id-73/,cat8,50
2023-01-09,/product/product-id-74/,cat9,34
2023-01-09,/product/product-id-75/,cat7,28
2023-01-09,/product/product-id-76/,cat9,12
2023-01-09,/product/product-id-77/,cat9,7
2023-01-09,/product/product-id-78/,cat4,16
2023-01-09,/product/product-id-79/,cat5,42
2023-01-09,/product/product-id-80/,cat7,2
2023-01-09,/product/product-id-81/,cat3,8
2023-01-09,/product/product-id-82/,cat8,6
2023-01-09,/product/product-id-83/,cat2,37
2023-01-09,/product/product-id-84/,cat5,2
2023-01-09,/product/product-id-85/,cat7,1
2023-01-09,/product/product-id-86/,cat8,12
2023-01-09,/product/product-id-87/,cat6,29
2023-01-09,/product/product-id-88/,cat5,37
2023-01-09,/product/product-id-89/,cat1,35
2023-01-09,/product/product-id-90/,cat7,30
2023-01-09,/product/product-id-91/,cat3,27
2023-01-09,/product/product-id-92/,cat2,20
2023-01-09,/product/product-id-93/,cat8,43
2023-01-09,/product/product-id-94/,cat9,1
2023-01-09,/product/product-id-95/,cat6,46
2023-01-09,/product/product-id-96/,cat2,36
2023-01-09,/product/product-id-97/,cat3,17
2023-01-09,/product/product-id-98/,cat3,14
2023-01-09,/product/product-id-99/,cat9,41
2023-01-09,/product/product-id-100/,cat9,1
2023-01-09,/product/product-id-101/,cat4,16
2023-01-09,/product/product-id-102/,cat6,32
2023-01-09,/product/product-id-103/,cat8,26
2023-01-09,/product/product-id-104/,cat3,46
2023-01-09,/product/product-id-105/,cat9,18
2023-01-09,/product/product-id-106/,cat4,4
2023-01-09,/product/product-id-107/,cat8,42
2023-01-09,/product/product-id-108/,cat1,43
2023-01-09,/product/product-id-109/,cat6,4
2023-01-09,/product/product-id-110/,cat1,30
2023-01-09,/product/product-id-111/,cat9,46
2023-01-09,/product/product-id-112/,cat6,46
2023-01-09,/product/product-id-113/,cat3,41
2023-01-09,/product/product-id-114/,cat9,23
2023-01-09,/product/product-id-115/,cat7,1
2023-01-09,/product/product-id-116/,cat7,21
2023-01-09,/product/product-id-117/,cat9,26
2023-01-09,/product/product-id-118/,cat2,49
2023-01-09,/product/product-id-119/,cat9,44
2023-01-09,/product/product-id-120/,cat1,12
2023-01-09,/product/product-id-121/,cat7,32
2023-01-09,/product/product-id-122/,cat3,3
2023-01-09,/product/product-id-123/,cat8,46
2023-01-09,/product/product-id-124/,cat3,27
2023-01-09,/product/product-id-125/,cat4,41
2023-01-09,/product/product-id-126/,cat7,19
2023-01-09,/product/product-id-127/,cat7,49
2023-01-09,/product/product-id-128/,cat3,4
2023-01-09,/product/product-id-129/,cat4,13
2023-01-09,/product/product-id-130/,cat7,30
2023-01-09,/product/product-id-131/,cat8,21
2023-01-09,/product/product-id-132/,cat2,9
2023-01-09,/product/product-id-133/,cat6,13
2023-01-09,/product/product-id-134/,cat7,28
2023-01-09,/product/product-id-135/,cat4,19
2023-01-09,/product/product-id-136/,cat8,36
2023-01-09,/product/product-id-137/,cat2,50
2023-01-09,/product/product-id-138/,cat7,1
2023-01-09,/product/product-id-139/,cat1,7
2023-01-09,/product/product-id-140/,cat4,40
2023-01-09,/product/product-id-141/,cat9,12
2023-01-09,/product/product-id-142/,cat6,47
2023-01-09,/product/product-id-143/,cat7,36
2023-01-09,/product/product-id-144/,cat7,19
2023-01-09,/product/product-id-145/,cat6,22
2023-01-09,/product/product-id-146/,cat4,28
2023-01-09,/product/product-id-147/,cat2,31
2023-01-09,/product/product-id-148/,cat3,17
2023-01-09,/product/product-id-149/,cat6,46
2023-01-09,/product/product-id-150/,cat7,33
2023-01-09,/product/product-id-151/,cat2,8
2023-01-09,/product/product-id-152/,cat8,37
2023-01-09,/product/product-id-153/,cat8,32
2023-01-09,/product/product-id-154/,cat9,18
2023-01-09,/product/product-id-155/,cat9,12
2023-01-09,/product/product-id-156/,cat6,11
2023-01-09,/product/product-id-157/,cat6,31
2023-01-09,/product/product-id-158/,cat6,48
2023-01-09,/product/product-id-159/,cat3,24
2023-01-09,/product/product-id-160/,cat5,31
2023-01-09,/product/product-id-161/,cat4,38
2023-01-09,/product/product-id-162/,cat5,14
2023-01-09,/product/product-id-163/,cat4,10
2023-01-09,/product/product-id-164/,cat2,28
2023-01-09,/product/product-id-165/,cat6,22
2023-01-09,/product/product-id-166/,cat1,34
2023-01-09,/product/product-id-167/,cat4,34
2023-01-09,/product/product-id-168/,cat2,17
2023-01-09,/product/product-id-169/,cat6,12
2023-01-09,/product/product-id-170/,cat7,40
2023-01-09,/product/product-id-171/,cat2,41
2023-01-09,/product/product-id-172/,cat6,4
2023-01-09,/product/product-id-173/,cat1,6
2023-01-09,/product/product-id-174/,cat7,48
2023-01-09,/product/product-id-175/,cat8,15
2023-01-09,/product/product-id-176/,cat5,22
2023-01-09,/product/product-id-177/,cat7,16
2023-01-09,/product/product-id-178/,cat1,9
