date,path,category,not_sessions,sessions
2023-01-28,/product/product-id-0/,cat9,25,33
2023-01-28,/product/product-id-1/,cat2,25,8
2023-01-28,/product/product-id-2/,cat6,25,22
2023-01-28,/product/product-id-3/,cat5,25,16
2023-01-28,/product/product-id-4/,cat6,25,1
2023-01-28,/product/product-id-5/,cat4,25,30
2023-01-28,/product/product-id-6/,cat7,25,22
2023-01-28,/product/product-id-7/,cat7,25,40
2023-01-28,/product/product-id-8/,cat8,25,36
2023-01-28,/product/product-id-9/,cat3,25,24
2023-01-28,/product/product-id-10/,cat2,25,4
2023-01-28,/product/product-id-11/,cat9,25,14
2023-01-28,/product/product-id-12/,cat5,25,31
2023-01-28,/product/product-id-13/,cat1,25,46
2023-01-28,/product/product-id-14/,cat7,25,15
2023-01-28,/product/product-id-15/,cat5,25,12
2023-01-28,/product/product-id-16/,cat3,25,4
2023-01-28,/product/product-id-17/,cat2,25,11
2023-01-28,/product/product-id-18/,cat3,25,39
2023-01-28,/product/product-id-19/,cat3,25,34
2023-01-28,/product/product-id-20/,cat3,25,25
2023-01-28,/product/product-id-21/,cat4,25,45
2023-01-28,/product/product-id-22/,cat4,25,3
2023-01-28,/product/product-id-23/,cat8,25,2
2023-01-28,/product/product-id-24/,cat1,25,17
2023-01-28,/product/product-id-25/,cat3,25,5
2023-01-28,/product/product-id-26/,cat6,25,19
2023-01-28,/product/product-id-27/,cat2,25,11
2023-01-28,/product/product-id-28/,cat2,25,24
2023-01-28,/product/product-id-29/,cat2,25,5
2023-01-28,/product/product-id-30/,cat5,25,12
2023-01-28,/product/product-id-31/,cat5,25,15
2023-01-28,/product/product-id-32/,cat1,25,42
2023-01-28,/product/product-id-33/,cat2,25,29
2023-01-28,/product/product-id-34/,cat1,25,26
2023-01-28,/product/product-id-35/,cat8,25,7
2023-01-28,/product/product-id-36/,cat1,25,46
2023-01-28,/product/product-id-37/,cat1,25,46
2023-01-28,/product/product-id-38/,cat8,25,29
2023-01-28,/product/product-id-39/,cat6,25,4
2023-01-28,/product/product-id-40/,cat1,25,2
2023-01-28,/product/product-id-41/,cat3,25,15
2023-01-28,/product/product-id-42/,cat4,25,25
2023-01-28,/product/product-id-43/,cat8,25,26
2023-01-28,/product/product-id-44/,cat8,25,29
2023-01-28,/product/product-id-45/,cat9,25,3
2023-01-28,/product/product-id-46/,cat1,25,2
2023-01-28,/product/product-id-47/,cat8,25,29
2023-01-28,/product/product-id-48/,cat1,25,41
2023-01-28,/product/product-id-49/,cat4,25,42
2023-01-28,/product/product-id-50/,cat2,25,15
2023-01-28,/product/product-id-51/,cat1,25,11
2023-01-28,/product/product-id-52/,cat1,25,13
2023-01-28,/product/product-id-53/,cat8,25,15
2023-01-28,/product/product-id-54/,cat7,25,2
2023-01-28,/product/product-id-55/,cat4,25,28
2023-01-28,/product/product-id-56/,cat1,25,21
2023-01-28,/product/product-id-57/,cat5,25,12
2023-01-28,/product/product-id-58/,cat2,25,43
2023-01-28,/product/product-id-59/,cat8,25,30
2023-01-28,/product/product-id-60/,cat7,25,1
2023-01-28,/product/product-id-61/,cat3,25,16
2023-01-28,/product/product-id-62/,cat3,25,26
2023-01-28,/product/product-id-63/,cat1,25,47
2023-01-28,/product/product-id-64/,cat8,25,27
2023-01-28,/product/product-id-65/,cat9,25,49
2023-01-28,/product/product-id-66/,cat1,25,40
2023-01-28,/product/product-id-67/,cat7,25,40
2023-01-28,/product/product-id-68/,cat8,25,5
2023-01-28,/product/product-id-69/,cat2,25,45
2023-01-28,/product/product-id-70/,cat6,25,15
2023-01-28,/product/product-id-71/,cat8,25,31
2023-01-28,/product/product-id-72/,cat1,25,45
2023-01-28,/product/product-id-73/,cat2,25,22
2023-01-28,/product/product-id-74/,cat1,25,29
2023-01-28,/product/product-id-75/,cat2,25,24
2023-01-28,/product/product-id-76/,cat8,25,1
2023-01-28,/product/product-id-77/,cat8,25,17
2023-01-28,/product/product-id-78/,cat6,25,36
2023-01-28,/product/product-id-79/,cat1,25,12
2023-01-28,/product/product-id-80/,cat5,25,4
2023-01-28,/product/product-id-81/,cat4,25,25
2023-01-28,/product/product-id-82/,cat1,25,16
2023-01-28,/product/product-id-83/,cat9,25,13
2023-01-28,/product/product-id-84/,cat2,25,33
2023-01-28,/product/product-id-85/,cat6,25,37
2023-01-28,/product/product-id-86/,cat8,25,31
2023-01-28,/product/product-id-87/,cat2,25,10
2023-01-28,/product/product-id-88/,cat5,25,26
2023-01-28,/product/product-id-89/,cat6,25,26
2023-01-28,/product/product-id-90/,cat8,25,36
2023-01-28,/product/product-id-91/,cat2,25,13
2023-01-28,/product/product-id-92/,cat4,25,8
2023-01-28,/product/product-id-93/,cat8,25,30
2023-01-28,/product/product-id-94/,cat7,25,5
2023-01-28,/product/product-id-95/,cat8,25,26
2023-01-28,/product/product-id-96/,cat7,25,43
2023-01-28,/product/product-id-97/,cat4,25,28
2023-01-28,/product/product-id-98/,cat1,25,17
2023-01-28,/product/product-id-99/,cat2,25,10
2023-01-28,/product/product-id-100/,cat8,25,28
2023-01-28,/product/product-id-101/,cat1,25,12
2023-01-28,/product/product-id-102/,cat3,25,37
2023-01-28,/product/product-id-103/,cat4,25,12
2023-01-28,/product/product-id-104/,cat8,25,39
2023-01-28,/product/product-id-105/,cat9,25,3
2023-01-28,/product/product-id-106/,cat9,25,11
2023-01-28,/product/product-id-107/,cat1,25,2
2023-01-28,/product/product-id-108/,cat4,25,9
2023-01-28,/product/product-id-109/,cat1,25,46
2023-01-28,/product/product-id-110/,cat8,25,46
2023-01-28,/product/product-id-111/,cat5,25,28
2023-01-28,/product/product-id-112/,cat4,25,5
2023-01-28,/product/product-id-113/,cat4,25,11
2023-01-28,/product/product-id-114/,cat3,25,20
2023-01-28,/product/product-id-115/,cat1,25,44
2023-01-28,/product/product-id-116/,cat6,25,25
2023-01-28,/product/product-id-117/,cat3,25,1
2023-01-28,/product/product-id-118/,cat4,25,46
2023-01-28,/product/product-id-119/,cat6,25,37
2023-01-28,/product/product-id-120/,cat7,25,44
2023-01-28,/product/product-id-121/,cat4,25,33
2023-01-28,/product/product-id-122/,cat1,25,14
2023-01-28,/product/product-id-123/,cat8,25,44
2023-01-28,/product/product-id-124/,cat7,25,23
2023-01-28,/product/product-id-125/,cat3,25,30
2023-01-28,/product/product-id-126/,cat7,25,37
2023-01-28,/product/product-id-127/,cat4,25,14
2023-01-28,/product/product-id-128/,cat6,25,2
2023-01-28,/product/product-id-129/,cat3,25,9
2023-01-28,/product/product-id-130/,cat3,25,44
2023-01-28,/product/product-id-131/,cat2,25,11
2023-01-28,/product/product-id-132/,cat4,25,32
2023-01-28,/product/product-id-133/,cat8,25,21
2023-01-28,/product/product-id-134/,cat1,25,32
2023-01-28,/product/product-id-135/,cat5,25,43
2023-01-28,/product/product-id-136/,cat9,25,17
2023-01-28,/product/product-id-137/,cat5,25,25
2023-01-28,/product/product-id-138/,cat2,25,3
2023-01-28,/product/product-id-139/,cat5,25,14
2023-01-28,/product/product-id-140/,cat9,25,1
2023-01-28,/product/product-id-141/,cat5,25,18
2023-01-28,/product/product-id-142/,cat9,25,8
2023-01-28,/product/product-id-143/,cat7,25,33
2023-01-28,/product/product-id-144/,cat2,25,24
2023-01-28,/product/product-id-145/,cat2,25,25
2023-01-28,/product/product-id-146/,cat1,25,36
2023-01-28,/product/product-id-147/,cat6,25,45
2023-01-28,/product/product-id-148/,cat7,25,26
2023-01-28,/product/product-id-149/,cat7,25,38
2023-01-28,/product/product-id-150/,cat7,25,2
2023-01-28,/product/product-id-151/,cat7,25,10
2023-01-28,/product/product-id-152/,cat3,25,49
2023-01-28,/product/product-id-153/,cat6,25,17
2023-01-28,/product/product-id-154/,cat9,25,27
2023-01-28,/product/product-id-155/,cat1,25,11
2023-01-28,/product/product-id-156/,cat3,25,2
2023-01-28,/product/product-id-157/,cat6,25,18
2023-01-28,/product/product-id-158/,cat8,25,24
2023-01-28,/product/product-id-159/,cat7,25,1
2023-01-28,/product/product-id-160/,cat1,25,5
2023-01-28,/product/product-id-161/,cat8,25,14
2023-01-28,/product/product-id-162/,cat3,25,46
2023-01-28,/product/product-id-163/,cat8,25,27
2023-01-28,/product/product-id-164/,cat2,25,49
2023-01-28,/product/product-id-165/,cat3,25,45
2023-01-28,/product/product-id-166/,cat4,25,30
2023-01-28,/product/product-id-167/,cat1,25,12
2023-01-28,/product/product-id-168/,cat5,25,2
2023-01-28,/product/product-id-169/,cat9,25,13
2023-01-28,/product/product-id-170/,cat1,25,10
2023-01-28,/product/product-id-171/,cat3,25,9
2023-01-28,/product/product-id-172/,cat7,25,29
2023-01-28,/product/product-id-173/,cat1,25,4
2023-01-28,/product/product-id-174/,cat7,25,42
2023-01-28,/product/product-id-175/,cat5,25,36
2023-01-28,/product/product-id-176/,cat7,25,22
2023-01-28,/product/product-id-177/,cat9,25,47
2023-01-28,/product/product-id-178/,cat9,25,50
2023-01-28,/product/product-id-179/,cat6,25,40
2023-01-28,/product/product-id-180/,cat1,25,40
2023-01-28,/product/product-id-181/,cat6,25,42
2023-01-28,/product/product-id-182/,cat3,25,42
2023-01-28,/product/product-id-183/,cat1,25,19
2023-01-28,/product/product-id-184/,cat4,25,8
2023-01-28,/product/product-id-185/,cat4,25,5
2023-01-28,/product/product-id-186/,cat5,25,13
2023-01-28,/product/product-id-187/,cat4,25,4
2023-01-28,/product/product-id-188/,cat7,25,33
2023-01-28,/product/product-id-189/,cat3,25,19
2023-01-28,/product/product-id-190/,cat8,25,14
2023-01-28,/product/product-id-191/,cat1,25,8
2023-01-28,/product/product-id-192/,cat6,25,28
2023-01-28,/product/product-id-193/,cat4,25,47
2023-01-28,/product/product-id-194/,cat6,25,22
2023-01-28,/product/product-id-195/,cat5,25,24
2023-01-28,/product/product-id-196/,cat9,25,25
2023-01-28,/product/product-id-197/,cat4,25,9
2023-01-28,/product/product-id-198/,cat6,25,8
2023-01-28,/product/product-id-199/,cat7,25,16
2023-01-28,/product/product-id-200/,cat8,25,11
2023-01-28,/product/product-id-201/,cat7,25,6
2023-01-28,/product/product-id-202/,cat7,25,4
2023-01-28,/product/product-id-203/,cat7,25,7
2023-01-28,/product/product-id-204/,cat3,25,41
2023-01-28,/product/product-id-205/,cat9,25,1
2023-01-28,/product/product-id-206/,cat1,25,32
2023-01-28,/product/product-id-207/,cat3,25,6
2023-01-28,/product/product-id-208/,cat8,25,27
2023-01-28,/product/product-id-209/,cat6,25,21
2023-01-28,/product/product-id-210/,cat7,25,47
2023-01-28,/product/product-id-211/,cat8,25,15
2023-01-28,/product/product-id-212/,cat1,25,18
2023-01-28,/product/product-id-213/,cat5,25,43
2023-01-28,/product/product-id-214/,cat2,25,27
2023-01-28,/product/product-id-215/,cat4,25,13
2023-01-28,/product/product-id-216/,cat1,25,36
2023-01-28,/product/product-id-217/,cat8,25,24
2023-01-28,/product/product-id-218/,cat7,25,22
2023-01-28,/product/product-id-219/,cat7,25,19
2023-01-28,/product/product-id-220/,cat8,25,20
2023-01-28,/product/product-id-221/,cat8,25,26
2023-01-28,/product/product-id-222/,cat5,25,48
2023-01-28,/product/product-id-223/,cat3,25,24
2023-01-28,/product/product-id-224/,cat9,25,22
2023-01-28,/product/product-id-225/,cat6,25,19
2023-01-28,/product/product-id-226/,cat7,25,8
2023-01-28,/product/product-id-227/,cat1,25,40
2023-01-28,/product/product-id-228/,cat3,25,46
2023-01-28,/product/product-id-229/,cat8,25,39
2023-01-28,/product/product-id-230/,cat2,25,33
2023-01-28,/product/product-id-231/,cat8,25,35
2023-01-28,/product/product-id-232/,cat4,25,9
2023-01-28,/product/product-id-233/,cat9,25,16
2023-01-28,/product/product-id-234/,cat7,25,18
2023-01-28,/product/product-id-235/,cat8,25,40
2023-01-28,/product/product-id-236/,cat2,25,22
2023-01-28,/product/product-id-237/,cat9,25,11
2023-01-28,/product/product-id-238/,cat8,25,13
2023-01-28,/product/product-id-239/,cat8,25,27
2023-01-28,/product/product-id-240/,cat9,25,26
2023-01-28,/product/product-id-241/,cat4,25,25
2023-01-28,/product/product-id-242/,cat2,25,1
2023-01-28,/product/product-id-243/,cat4,25,47
2023-01-28,/product/product-id-244/,cat1,25,24
2023-01-28,/product/product-id-245/,cat8,25,21
2023-01-28,/product/product-id-246/,cat9,25,34
2023-01-28,/product/product-id-247/,cat4,25,18
2023-01-28,/product/product-id-248/,cat6,25,48
2023-01-28,/product/product-id-249/,cat3,25,7
2023-01-28,/product/product-id-250/,cat3,25,50
2023-01-28,/product/product-id-251/,cat1,25,36
2023-01-28,/product/product-id-252/,cat2,25,39
2023-01-28,/product/product-id-253/,cat2,25,20
2023-01-28,/product/product-id-254/,cat4,25,47
2023-01-28,/product/product-id-255/,cat7,25,48
2023-01-28,/product/product-id-256/,cat4,25,34
2023-01-28,/product/product-id-257/,cat8,25,9
2023-01-28,/product/product-id-258/,cat3,25,21
2023-01-28,/product/product-id-259/,cat7,25,34
2023-01-28,/product/product-id-260/,cat5,25,34
2023-01-28,/product/product-id-261/,cat7,25,10
2023-01-28,/product/product-id-262/,cat7,25,12
2023-01-28,/product/product-id-263/,cat3,25,50
2023-01-28,/product/product-id-264/,cat1,25,5
2023-01-28,/product/product-id-265/,cat3,25,17
2023-01-28,/product/product-id-266/,cat8,25,31
2023-01-28,/product/product-id-267/,cat8,25,11
2023-01-28,/product/product-id-268/,cat6,25,9
2023-01-28,/product/product-id-269/,cat6,25,30
2023-01-28,/product/product-id-270/,cat3,25,33
2023-01-28,/product/product-id-271/,cat6,25,45
2023-01-28,/product/product-id-272/,cat7,25,43
2023-01-28,/product/product-id-273/,cat1,25,50
2023-01-28,/product/product-id-274/,cat3,25,23
2023-01-28,/product/product-id-275/,cat8,25,28
2023-01-28,/product/product-id-276/,cat8,25,21
2023-01-28,/product/product-id-277/,cat4,25,29
2023-01-28,/product/product-id-278/,cat7,25,42
2023-01-28,/product/product-id-279/,cat2,25,33
2023-01-28,/product/product-id-280/,cat7,25,7
2023-01-28,/product/product-id-281/,cat8,25,37
2023-01-28,/product/product-id-282/,cat1,25,33
2023-01-28,/product/product-id-283/,cat6,25,13
2023-01-28,/product/product-id-284/,cat2,25,32
2023-01-28,/product/product-id-285/,cat3,25,24
2023-01-28,/product/product-id-286/,cat3,25,37
2023-01-28,/product/product-id-287/,cat8,25,17
2023-01-28,/product/product-id-288/,cat6,25,33
2023-01-28,/product/product-id-289/,cat8,25,43
2023-01-28,/product/product-id-290/,cat3,25,14
2023-01-28,/product/product-id-291/,cat7,25,45
2023-01-28,/product/product-id-292/,cat4,25,37
2023-01-28,/product/product-id-293/,cat6,25,18
2023-01-28,/product/product-id-294/,cat6,25,35
2023-01-28,/product/product-id-295/,cat7,25,49
2023-01-28,/product/product-id-296/,cat9,25,41
2023-01-28,/product/product-id-297/,cat5,25,37
2023-01-28,/product/product-id-298/,cat9,25,4
2023-01-28,/product/product-id-299/,cat6,25,30
2023-01-28,/product/product-id-300/,cat6,25,35
2023-01-28,/product/product-id-301/,cat5,25,49
2023-01-28,/product/product-id-302/,cat3,25,31
2023-01-28,/product/product-id-303/,cat8,25,43
2023-01-28,/product/product-id-304/,cat2,25,9
2023-01-28,/product/product-id-305/,cat3,25,5
2023-01-28,/product/product-id-306/,cat2,25,22
2023-01-28,/product/product-id-307/,cat3,25,14
2023-01-28,/product/product-id-308/,cat5,25,4
2023-01-28,/product/product-id-309/,cat9,25,40
2023-01-28,/product/product-id-310/,cat9,25,33
2023-01-28,/product/product-id-311/,cat6,25,13
2023-01-28,/product/product-id-312/,cat1,25,29
2023-01-28,/product/product-id-313/,cat2,25,47
2023-01-28,/product/product-id-314/,cat1,25,28
2023-01-28,/product/product-id-315/,cat2,25,26
2023-01-28,/product/product-id-316/,cat2,25,29
2023-01-28,/product/product-id-317/,cat1,25,24
2023-01-28,/product/product-id-318/,cat2,25,3
2023-01-28,/product/product-id-319/,cat7,25,39
2023-01-28,/product/product-id-320/,cat3,25,6
2023-01-28,/product/product-id-321/,cat3,25,9
2023-01-28,/product/product-id-322/,cat5,25,10
2023-01-28,/product/product-id-323/,cat2,25,36
2023-01-28,/product/product-id-324/,cat5,25,37
2023-01-28,/product/product-id-325/,cat5,25,39
2023-01-28,/product/product-id-326/,cat5,25,31
2023-01-28,/product/product-id-327/,cat9,25,32
2023-01-28,/product/product-id-328/,cat6,25,30
2023-01-28,/product/product-id-329/,cat8,25,25
2023-01-28,/product/product-id-330/,cat1,25,12
2023-01-28,/product/product-id-331/,cat7,25,15
2023-01-28,/product/product-id-332/,cat6,25,12
2023-01-28,/product/product-id-333/,cat8,25,10
2023-01-28,/product/product-id-334/,cat4,25,7
2023-01-28,/product/product-id-335/,cat6,25,50
2023-01-28,/product/product-id-336/,cat4,25,17
2023-01-28,/product/product-id-337/,cat9,25,4
2023-01-28,/product/product-id-338/,cat6,25,39
2023-01-28,/product/product-id-339/,cat1,25,13
2023-01-28,/product/product-id-340/,cat2,25,45
2023-01-28,/product/product-id-341/,cat7,25,17
2023-01-28,/product/product-id-342/,cat9,25,14
2023-01-28,/product/product-id-343/,cat2,25,31
2023-01-28,/product/product-id-344/,cat8,25,35
2023-01-28,/product/product-id-345/,cat4,25,29
2023-01-28,/product/product-id-346/,cat9,25,15
2023-01-28,/product/product-id-347/,cat5,25,36
2023-01-28,/product/product-id-348/,cat7,25,43
2023-01-28,/product/product-id-349/,cat2,25,10
2023-01-28,/product/product-id-350/,cat2,25,7
2023-01-28,/product/product-id-351/,cat2,25,20
2023-01-28,/product/product-id-352/,cat7,25,9
2023-01-28,/product/product-id-353/,cat6,25,32
2023-01-28,/product/product-id-354/,cat2,25,25
2023-01-28,/product/product-id-355/,cat5,25,40
2023-01-28,/product/product-id-356/,cat7,25,24
2023-01-28,/product/product-id-357/,cat2,25,43
2023-01-28,/product/product-id-358/,cat1,25,27
2023-01-28,/product/product-id-359/,cat3,25,28
2023-01-28,/product/product-id-360/,cat9,25,19
2023-01-28,/product/product-id-361/,cat2,25,38
2023-01-28,/product/product-id-362/,cat3,25,21
2023-01-28,/product/product-id-363/,cat8,25,40
2023-01-28,/product/product-id-364/,cat6,25,36
2023-01-28,/product/product-id-365/,cat3,25,3
2023-01-28,/product/product-id-366/,cat6,25,42
2023-01-28,/product/product-id-367/,cat8,25,1
2023-01-28,/product/product-id-368/,cat3,25,1
2023-01-28,/product/product-id-369/,cat8,25,36
2023-01-28,/product/product-id-370/,cat4,25,1
2023-01-28,/product/product-id-371/,cat6,25,21
2023-01-28,/product/product-id-372/,cat7,25,8
2023-01-28,/product/product-id-373/,cat9,25,45
2023-01-28,/product/product-id-374/,cat9,25,24
2023-01-28,/product/product-id-375/,cat3,25,30
2023-01-28,/product/product-id-376/,cat7,25,7
2023-01-28,/product/product-id-377/,cat8,25,26
2023-01-28,/product/product-id-378/,cat9,25,11
2023-01-28,/product/product-id-379/,cat3,25,12
2023-01-28,/product/product-id-380/,cat6,25,35
2023-01-28,/product/product-id-381/,cat4,25,44
2023-01-28,/product/product-id-382/,cat1,25,48
2023-01-28,/product/product-id-383/,cat5,25,17
2023-01-28,/product/product-id-384/,cat9,25,11
2023-01-28,/product/product-id-385/,cat1,25,49
2023-01-28,/product/product-id-386/,cat6,25,31
2023-01-28,/product/product-id-387/,cat7,25,33
2023-01-28,/product/product-id-388/,cat6,25,18
2023-01-28,/product/product-id-389/,cat4,25,18
2023-01-28,/product/product-id-390/,cat1,25,20
2023-01-28,/product/product-id-391/,cat8,25,6
2023-01-28,/product/product-id-392/,cat2,25,45
2023-01-28,/product/product-id-393/,cat3,25,9
2023-01-28,/product/product-id-394/,cat3,25,6
2023-01-28,/product/product-id-395/,cat2,25,41
2023-01-28,/product/product-id-396/,cat5,25,45
2023-01-28,/product/product-id-397/,cat1,25,22
2023-01-28,/product/product-id-398/,cat2,25,13
2023-01-28,/product/product-id-399/,cat2,25,30
2023-01-28,/product/product-id-400/,cat7,25,3
