date,path,category,sessions
2023-01-27,/product/product-id-0/,cat5,12
2023-01-27,/product/product-id-1/,cat5,47
2023-01-27,/product/product-id-2/,cat3,44
2023-01-27,/product/product-id-3/,cat5,10
2023-01-27,/product/product-id-4/,cat9,46
2023-01-27,/product/product-id-5/,cat5,13
2023-01-27,/product/product-id-6/,cat6,27
2023-01-27,/product/product-id-7/,cat8,40
2023-01-27,/product/product-id-8/,cat9,24
2023-01-27,/product/product-id-9/,cat9,46
2023-01-27,/product/product-id-10/,cat4,39
2023-01-27,/product/product-id-11/,cat9,12
2023-01-27,/product/product-id-12/,cat4,3
2023-01-27,/product/product-id-13/,cat4,33
2023-01-27,/product/product-id-14/,cat1,10
2023-01-27,/product/product-id-15/,cat6,26
2023-01-27,/product/product-id-16/,cat6,34
2023-01-27,/product/product-id-17/,cat7,34
2023-01-27,/product/product-id-18/,cat4,37
2023-01-27,/product/product-id-19/,cat2,24
2023-01-27,/product/product-id-20/,cat9,37
2023-01-27,/product/product-id-21/,cat6,42
2023-01-27,/product/product-id-22/,cat2,43
2023-01-27,/product/product-id-23/,cat3,2
2023-01-27,/product/product-id-24/,cat2,46
2023-01-27,/product/product-id-25/,cat4,45
2023-01-27,/product/product-id-26/,cat4,43
2023-01-27,/product/product-id-27/,cat8,23
2023-01-27,/product/product-id-28/,cat1,28
2023-01-27,/product/product-id-29/,cat3,34
2023-01-27,/product/product-id-30/,cat3,48
2023-01-27,/product/product-id-31/,cat3,19
2023-01-27,/product/product-id-32/,cat9,26
2023-01-27,/product/product-id-33/,cat2,49
2023-01-27,/product/product-id-34/,cat6,30
2023-01-27,/product/product-id-35/,cat8,10
2023-01-27,/product/product-id-36/,cat2,32
2023-01-27,/product/product-id-37/,cat9,14
2023-01-27,/product/product-id-38/,cat4,26
2023-01-27,/product/product-id-39/,cat8,37
2023-01-27,/product/product-id-40/,cat2,43
2023-01-27,/product/product-id-41/,cat6,38
2023-01-27,/product/product-id-42/,cat4,19
2023-01-27,/product/product-id-43/,cat8,17
2023-01-27,/product/product-id-44/,cat7,1
