date,path,category,sessions
2023-01-02,/product/product-id-0/,cat4,49
2023-01-02,/product/product-id-1/,cat6,49
2023-01-02,/product/product-id-2/,cat2,25
2023-01-02,/product/product-id-3/,cat8,29
2023-01-02,/product/product-id-4/,cat7,12
2023-01-02,/product/product-id-5/,cat8,10
2023-01-02,/product/product-id-6/,cat1,18
2023-01-02,/product/product-id-7/,cat2,30
2023-01-02,/product/product-id-8/,cat8,3
2023-01-02,/product/product-id-9/,cat8,30
2023-01-02,/product/product-id-10/,cat8,37
2023-01-02,/product/product-id-11/,cat3,22
2023-01-02,/product/product-id-12/,cat6,30
2023-01-02,/product/product-id-13/,cat8,29
2023-01-02,/product/product-id-14/,cat2,42
2023-01-02,/product/product-id-15/,cat8,1
2023-01-02,/product/product-id-16/,cat5,21
2023-01-02,/product/product-id-17/,cat5,31
2023-01-02,/product/product-id-18/,cat1,50
2023-01-02,/product/product-id-19/,cat4,31
2023-01-02,/product/product-id-20/,cat2,29
2023-01-02,/product/product-id-21/,cat3,1
2023-01-02,/product/product-id-22/,cat7,40
2023-01-02,/product/product-id-23/,cat8,32
2023-01-02,/product/product-id-24/,cat3,3
2023-01-02,/product/product-id-25/,cat7,47
2023-01-02,/product/product-id-26/,cat2,14
2023-01-02,/product/product-id-27/,cat2,5
2023-01-02,/product/product-id-28/,cat9,37
2023-01-02,/product/product-id-29/,cat5,30
2023-01-02,/product/product-id-30/,cat6,32
2023-01-02,/product/product-id-31/,cat4,1
2023-01-02,/product/product-id-32/,cat7,5
2023-01-02,/product/product-id-33/,cat3,36
2023-01-02,/product/product-id-34/,cat9,38
2023-01-02,/product/product-id-35/,cat2,2
2023-01-02,/product/product-id-36/,cat7,7
2023-01-02,/product/product-id-37/,cat7,15
2023-01-02,/product/product-id-38/,cat2,43
2023-01-02,/product/product-id-39/,cat7,31
2023-01-02,/product/product-id-40/,cat9,13
2023-01-02,/product/product-id-41/,cat6,40
2023-01-02,/product/product-id-42/,cat8,33
2023-01-02,/product/product-id-43/,cat3,14
2023-01-02,/product/product-id-44/,cat1,30
2023-01-02,/product/product-id-45/,cat6,49
2023-01-02,/product/product-id-46/,cat7,44
2023-01-02,/product/product-id-47/,cat2,2
2023-01-02,/product/product-id-48/,cat3,27
2023-01-02,/product/product-id-49/,cat2,18
2023-01-02,/product/product-id-50/,cat9,44
2023-01-02,/product/product-id-51/,cat1,34
2023-01-02,/product/product-id-52/,cat4,5
2023-01-02,/product/product-id-53/,cat1,18
2023-01-02,/product/product-id-54/,cat2,28
2023-01-02,/product/product-id-55/,cat2,18
2023-01-02,/product/product-id-56/,cat6,13
2023-01-02,/product/product-id-57/,cat6,50
2023-01-02,/product/product-id-58/,cat6,27
2023-01-02,/product/product-id-59/,cat5,16
2023-01-02,/product/product-id-60/,cat3,6
2023-01-02,/product/product-id-61/,cat6,13
2023-01-02,/product/product-id-62/,cat4,37
2023-01-02,/product/product-id-63/,cat3,50
2023-01-02,/product/product-id-64/,cat2,9
2023-01-02,/product/product-id-65/,cat4,15
2023-01-02,/product/product-id-66/,cat9,14
2023-01-02,/product/product-id-67/,cat5,37
2023-01-02,/product/product-id-68/,cat2,13
2023-01-02,/product/product-id-69/,cat7,29
2023-01-02,/product/product-id-70/,cat7,15
2023-01-02,/product/product-id-71/,cat1,24
2023-01-02,/product/product-id-72/,cat3,44
2023-01-02,/product/product-id-73/,cat4,19
2023-01-02,/product/product-id-74/,cat5,47
2023-01-02,/product/product-id-75/,cat2,33
2023-01-02,/product/product-id-76/,cat9,3
2023-01-02,/product/product-id-77/,cat2,37
2023-01-02,/product/product-id-78/,cat7,50
2023-01-02,/product/product-id-79/,cat5,27
2023-01-02,/product/product-id-80/,cat9,36
2023-01-02,/product/product-id-81/,cat2,22
2023-01-02,/product/product-id-82/,cat9,4
2023-01-02,/product/product-id-83/,cat8,50
2023-01-02,/product/product-id-84/,cat9,8
2023-01-02,/product/product-id-85/,cat9,31
2023-01-02,/product/product-id-86/,cat8,41
2023-01-02,/product/product-id-87/,cat7,18
2023-01-02,/product/product-id-88/,cat7,39
2023-01-02,/product/product-id-89/,cat6,6
2023-01-02,/product/product-id-90/,cat9,41
